termo,df_estimado,idf
hostage,117,7.049113659744621
hostages,32,8.323290722743806
hosted,46,7.969650682500228
hostel,55,7.794446593475136
hostess,29,8.41860090254813
hostile,86,7.353890165555702
hostility,28,8.452502454223811
hosting,17,8.92942652631412
hosts,70,7.5571184071689705
hot,1085,4.8295417837164045
hot air,18,8.875359305043844
hot chick,41,8.082128665926916
hot chicks,33,8.293437759594124
hot dog,10,9.421903011411915
hot girl,17,8.92942652631412
hot girls,19,8.824066010656296
hot movie,13,9.180740954595027
hot rod,15,9.047209561970504
hot shots,15,9.047209561970504
hot tub,25,8.561701746188803
hot water,18,8.875359305043844
hotd,8,9.622573706874066
hotel,464,5.677760878622929
hotel manager,15,9.047209561970504
hotel room,75,7.489064943923955
hotels,38,8.156236638080639
hotheaded,19,8.824066010656296
hots,27,8.487593774035082
hotshot,20,8.775275846486863
hotter,28,8.452502454223811
hottest,47,7.948597273302394
hottie,48,7.927977986099659
hou,11,9.334891634422286
hound,48,7.927977986099659
hounds,22,8.684304068281136
hour,1901,4.26913704110495
hour film,65,7.63014354218386
hour half,312,6.073595093670132
hour just,16,8.98658494015407
hour life,25,8.561701746188803
hour long,69,7.571303042160927
hour mark,15,9.047209561970504
hour minute,18,8.875359305043844
hour minutes,97,7.234830805539714
hour movie,108,7.1284504019811425
hour time,20,8.775275846486863
hours,1722,4.367976047682356
hours film,35,8.236279345754177
hours later,24,8.600922459342085
hours life,161,6.7322019489779015
hours like,14,9.111748083108075
hours long,72,7.529338843061895
hours minutes,42,8.058598168516724
hours movie,20,8.775275846486863
hours time,28,8.452502454223811
hours watch,14,9.111748083108075
hours watching,30,8.38581107972514
house,2591,3.9596132267381203
house dead,48,7.927977986099659
house dracula,15,9.047209561970504
house dripped,11,9.334891634422286
house evil,11,9.334891634422286
house film,20,8.775275846486863
house frankenstein,21,8.72875583085197
house games,21,8.72875583085197
house haunted,25,8.561701746188803
house horror,12,9.25484892674875
house house,17,8.92942652631412
house just,22,8.684304068281136
house left,20,8.775275846486863
house looks,15,9.047209561970504
house make,14,9.111748083108075
house middle,20,8.775275846486863
house movie,28,8.452502454223811
house paradiso,11,9.334891634422286
house party,18,8.875359305043844
house really,15,9.047209561970504
house wax,36,8.20888037156606
housed,14,9.111748083108075
household,155,6.769942276960749
housekeeper,48,7.927977986099659
houseman,19,8.824066010656296
houses,190,6.567524856163656
housewife,101,7.194825470926014
housewives,47,7.948597273302394
housing,49,7.90777527878214
houston,57,7.759355273663867
hovering,17,8.92942652631412
howard,361,5.9281540723845145
howard hawks,26,8.523961418205957
howards,49,7.90777527878214
howdy,14,9.111748083108075
howe,15,9.047209561970504
howell,21,8.72875583085197
howl,25,8.561701746188803
howler,14,9.111748083108075
howling,81,7.413079036946033
howls,25,8.561701746188803
howls moving,15,9.047209561970504
hows,29,8.41860090254813
hp,17,8.92942652631412
hq,15,9.047209561970504
hr,39,8.130918830096348
hrs,46,7.969650682500228
hubby,47,7.948597273302394
hubert,14,9.111748083108075
hud,12,9.25484892674875
hudson,155,6.769942276960749
hudsons,21,8.72875583085197
hues,23,8.64174445386234
hug,60,7.708924420036975
huge,1759,4.346729196178089
huge budget,21,8.72875583085197
huge difference,15,9.047209561970504
huge disappointment,60,7.708924420036975
huge fan,240,6.335001350719631
huge hit,22,8.684304068281136
huge mistake,20,8.775275846486863
huge star,14,9.111748083108075
huge success,26,8.523961418205957
hugely,119,7.03230654142824
hugely enjoyable,14,9.111748083108075
hugely entertaining,14,9.111748083108075
hugely popular,16,8.98658494015407
hugging,28,8.452502454223811
hugh,131,6.9369963616239145
hugh grant,13,9.180740954595027
hugh jackman,22,8.684304068281136
hughes,104,7.165837934052762
hugo,58,7.742260840304566
hugs,14,9.111748083108075
huh,203,6.501678290366069
hula,11,9.334891634422286
hulce,15,9.047209561970504
hulk,79,7.437771649536404
hulk hogan,30,8.38581107972514
hulking,36,8.20888037156606
hull,25,8.561701746188803
hum,60,7.708924420036975
human,2451,4.015138987154184
human behavior,18,8.875359305043844
human beings,186,6.588689667355699
human blood,14,9.111748083108075
human body,34,8.264450222720871
human bondage,15,9.047209561970504
human character,15,9.047209561970504
human characters,42,8.058598168516724
human condition,71,7.543132165194231
human drama,37,8.1822121244839
human element,20,8.775275846486863
human emotion,35,8.236279345754177
human emotions,38,8.156236638080639
human existence,17,8.92942652631412
human experience,14,9.111748083108075
human face,19,8.824066010656296
human film,14,9.111748083108075
human flesh,39,8.130918830096348
human form,24,8.600922459342085
human heart,18,8.875359305043844
human history,26,8.523961418205957
human human,12,9.25484892674875
human interaction,16,8.98658494015407
human life,45,7.991156887721191
human mind,19,8.824066010656296
human nature,94,7.265921392609745
human psyche,18,8.875359305043844
human race,64,7.645411014314648
human relations,17,8.92942652631412
human relationships,35,8.236279345754177
human rights,30,8.38581107972514
human soul,21,8.72875583085197
human spirit,46,7.969650682500228
human story,31,8.354062381410559
human traffic,14,9.111748083108075
humane,51,7.868554565628858
humanism,15,9.047209561970504
humanist,15,9.047209561970504
humanistic,23,8.64174445386234
humanity,480,5.643931014104525
humanitys,15,9.047209561970504
humankind,19,8.824066010656296
humanly,19,8.824066010656296
humanly possible,14,9.111748083108075
humanoid,24,8.600922459342085
humanoids,21,8.72875583085197
humans,449,5.7105507014459205
humble,157,6.757203251183319
humble opinion,58,7.742260840304566
humdrum,26,8.523961418205957
hume,14,9.111748083108075
humiliate,28,8.452502454223811
humiliated,50,7.88797265148596
humiliating,58,7.742260840304566
humiliation,64,7.645411014314648
humility,30,8.38581107972514
humming,40,8.106226217505977
humongous,20,8.775275846486863
humor,2209,4.119050489698488
humor comes,20,8.775275846486863
humor doesnt,15,9.047209561970504
humor drama,15,9.047209561970504
humor film,47,7.948597273302394
humor funny,20,8.775275846486863
humor good,20,8.775275846486863
humor great,19,8.824066010656296
humor just,48,7.927977986099659
humor like,26,8.523961418205957
humor movie,58,7.742260840304566
humor really,25,8.561701746188803
humor story,18,8.875359305043844
humorless,37,8.1822121244839
humorous,493,5.617262767022363
humorous moments,17,8.92942652631412
humorously,27,8.487593774035082
humour,792,5.1439750625754375
humour film,25,8.561701746188803
humourless,23,8.64174445386234
hump,13,9.180740954595027
humphrey,53,7.8308142376460115
humphrey bogart,42,8.058598168516724
humphries,7,9.74035674253045
humping,15,9.047209561970504
hunchback,37,8.1822121244839
hundreds,268,6.225086904608447
hundreds thousands,26,8.523961418205957
hundreds times,15,9.047209561970504
hundstage,10,9.421903011411915
hung,135,6.907143398474234
hungarian,54,7.812465098977815
hungary,30,8.38581107972514
hunger,50,7.88797265148596
hungry,137,6.892544599053081
hunk,64,7.645411014314648
hunky,63,7.660915200850614
hunt,336,5.999715353857924
hunted,86,7.353890165555702
hunter,361,5.9281540723845145
hunters,146,6.82936569743155
hunting,222,6.412626512750167
huntley,12,9.25484892674875
hunts,33,8.293437759594124
huppert,41,8.082128665926916
hupperts,12,9.25484892674875
hur,13,9.180740954595027
hurl,15,9.047209561970504
hurley,21,8.72875583085197
hurling,13,9.180740954595027
hurricane,42,8.058598168516724
hurried,28,8.452502454223811
hurriedly,13,9.180740954595027
hurry,86,7.353890165555702
hurst,16,8.98658494015407
hurt,655,5.3336374952661965
hurt film,19,8.824066010656296
hurt movie,17,8.92942652631412
hurting,59,7.725453721988185
hurtling,14,9.111748083108075
hurts,177,6.638014733918201
hurts film,16,8.98658494015407
husband,1372,4.595044878442314
husband father,16,8.98658494015407
husband son,16,8.98658494015407
husband wife,65,7.63014354218386
husbands,238,6.343334732278775
hush,17,8.92942652631412
husky,19,8.824066010656296
hussey,20,8.775275846486863
hustle,38,8.156236638080639
hustle flow,9,9.517213191216241
hustler,54,7.812465098977815
huston,103,7.175407385068913
hustons,26,8.523961418205957
hut,27,8.487593774035082
hutch,15,9.047209561970504
hutton,40,8.106226217505977
hutz,13,9.180740954595027
hyams,9,9.517213191216241
hybrid,96,7.245087305706903
hyde,82,7.400957676413688
hydes,16,8.98658494015407
hydrogen,10,9.421903011411915
hyenas,9,9.517213191216241
hygiene,14,9.111748083108075
hynkel,14,9.111748083108075
hype,228,6.386076280656046
hype movie,14,9.111748083108075
hype surrounding,17,8.92942652631412
hyped,82,7.400957676413688
hyper,28,8.452502454223811
hyperactive,30,8.38581107972514
hyperbole,21,8.72875583085197
hypnosis,25,8.561701746188803
hypnotic,82,7.400957676413688
hypnotized,22,8.684304068281136
hypochondriac,16,8.98658494015407
hypocrisy,63,7.660915200850614
hypocrite,25,8.561701746188803
hypocrites,14,9.111748083108075
hypocritical,45,7.991156887721191
hypothesis,12,9.25484892674875
hysteria,52,7.849506370658164
hysterical,223,6.408152232355246
hysterically,92,7.28719879105703
hysterically funny,22,8.684304068281136
hysterics,30,8.38581107972514
iago,17,8.92942652631412
iam,13,9.180740954595027
ian,203,6.501678290366069
ian holm,35,8.236279345754177
ian mcshane,22,8.684304068281136
iberia,5,10.028038814982231
ibm,11,9.334891634422286
icarly,14,9.111748083108075
ice,346,5.970473504263427
ice age,35,8.236279345754177
ice cold,15,9.047209561970504
ice cream,69,7.571303042160927
ice cube,20,8.775275846486863
iceberg,35,8.236279345754177
icecream,15,9.047209561970504
iceland,11,9.334891634422286
icelandic,11,9.334891634422286
icet,37,8.1822121244839
ichi,25,8.561701746188803
ichi killer,16,8.98658494015407
ichikawa,14,9.111748083108075
ichikawas,8,9.622573706874066
icicles,10,9.421903011411915
icing,37,8.1822121244839
icing cake,28,8.452502454223811
icky,23,8.64174445386234
icon,138,6.885324351079594
iconic,107,7.137667057086066
iconoclastic,15,9.047209561970504
icons,67,7.600290579034179
icy,53,7.8308142376460115
id,2331,4.065316736739903
id advise,17,8.92942652631412
id buy,19,8.824066010656296
id definitely,17,8.92942652631412
id expect,15,9.047209561970504
id heard,83,7.388981485366972
id highly,15,9.047209561970504
id just,33,8.293437759594124
id like,275,6.1993974184931355
id love,86,7.353890165555702
id probably,25,8.561701746188803
id read,21,8.72875583085197
id really,30,8.38581107972514
id recommend,153,6.7828456817966565
id say,252,6.286408795482766
id seen,125,6.983516377258808
id suggest,25,8.561701746188803
id thought,16,8.98658494015407
id want,14,9.111748083108075
id watch,87,7.342461469732079
id watched,19,8.824066010656296
ida,46,7.969650682500228
ida lupino,32,8.323290722743806
idaho,13,9.180740954595027
idea,3477,3.6655855892960574
idea bad,19,8.824066010656296
idea doing,20,8.775275846486863
idea expect,16,8.98658494015407
idea film,103,7.175407385068913
idea going,44,8.013135794439966
idea good,49,7.90777527878214
idea great,24,8.600922459342085
idea having,29,8.41860090254813
idea isnt,14,9.111748083108075
idea just,46,7.969650682500228
idea like,19,8.824066010656296
idea love,14,9.111748083108075
idea make,52,7.849506370658164
idea making,26,8.523961418205957
idea movie,142,6.856953653950378
idea original,14,9.111748083108075
idea people,23,8.64174445386234
idea plot,23,8.64174445386234
idea really,21,8.72875583085197
idea story,23,8.64174445386234
idea whats,18,8.875359305043844
ideal,209,6.472690753492817
idealism,45,7.991156887721191
idealist,26,8.523961418205957
idealistic,76,7.475992862356602
idealized,29,8.41860090254813
ideally,28,8.452502454223811
ideally cast,18,8.875359305043844
ideals,90,7.308938777693435
ideas,1021,4.890281513446636
ideas film,22,8.684304068281136
ideas just,16,8.98658494015407
ideas like,15,9.047209561970504
ideas movie,16,8.98658494015407
identical,128,6.959985879848613
identifiable,29,8.41860090254813
identification,38,8.156236638080639
identified,81,7.413079036946033
identifies,27,8.487593774035082
identify,253,6.282464017191749
identify characters,21,8.72875583085197
identifying,38,8.156236638080639
identities,66,7.615105664819319
identity,406,5.8109850987676905
identity crisis,17,8.92942652631412
identity killer,15,9.047209561970504
ideological,31,8.354062381410559
ideologies,21,8.72875583085197
ideology,53,7.8308142376460115
idiocracy,15,9.047209561970504
idiocy,64,7.645411014314648
idiosyncrasies,20,8.775275846486863
idiosyncratic,34,8.264450222720871
idiot,366,5.914436436155715
idiotic,288,6.153371596097854
idiotically,16,8.98658494015407
idiots,231,6.373060912543976
idle,54,7.812465098977815
idol,97,7.234830805539714
idols,21,8.72875583085197
idyllic,46,7.969650682500228
ies,22,8.684304068281136
ifc,33,8.293437759594124
ignite,14,9.111748083108075
ignorance,138,6.885324351079594
ignorant,165,6.707810495853742
ignore,326,6.0298381133130325
ignore fact,14,9.111748083108075
ignored,247,6.3063695380453035
ignores,81,7.413079036946033
ignoring,95,7.25545009274245
igor,27,8.487593774035082
ii,577,5.460224415537908
ii iii,17,8.92942652631412
iii,181,6.615791597133491
il,57,7.759355273663867
ilk,55,7.794446593475136
ill,2050,4.193715526137906
ill admit,107,7.137667057086066
ill bet,25,8.561701746188803
ill conceived,14,9.111748083108075
ill forget,18,8.875359305043844
ill honest,14,9.111748083108075
ill just,107,7.137667057086066
ill know,29,8.41860090254813
ill leave,39,8.130918830096348
ill let,22,8.684304068281136
ill looking,15,9.047209561970504
ill make,27,8.487593774035082
ill movie,18,8.875359305043844
ill probably,22,8.684304068281136
ill rate,19,8.824066010656296
ill remember,19,8.824066010656296
ill say,82,7.400957676413688
ill start,37,8.1822121244839
ill stick,17,8.92942652631412
ill stop,26,8.523961418205957
ill tell,51,7.868554565628858
ill try,42,8.058598168516724
ill watch,52,7.849506370658164
ill watching,22,8.684304068281136
illadvised,19,8.824066010656296
illconceived,32,8.323290722743806
illegal,181,6.615791597133491
illegally,18,8.875359305043844
illegitimate,24,8.600922459342085
illfated,40,8.106226217505977
illicit,33,8.293437759594124
illinois,26,8.523961418205957
illiterate,48,7.927977986099659
illness,158,6.7508940819900545
illnesses,15,9.047209561970504
illogical,171,6.672303807396832
illuminate,17,8.92942652631412
illuminated,40,8.106226217505977
illuminati,12,9.25484892674875
illuminating,16,8.98658494015407
illumination,15,9.047209561970504
illusion,84,7.377147027719969
illusions,40,8.106226217505977
illustrate,69,7.571303042160927
illustrated,58,7.742260840304566
illustrates,64,7.645411014314648
illustrating,21,8.72875583085197
illustration,24,8.600922459342085
illustrations,22,8.684304068281136
illustrious,27,8.487593774035082
ilona,12,9.25484892674875
